theme,title,url,keywords,original_keywords,original_theme,publish_date
"Seguridad, privacidad, datos personales, regulación",Venice vows to increase its daytripper tax and plans a two-tier entry system,http://www.cnn.com/2024/10/25/travel/venice-daytripper-tax-2025-increase/index.html,regulation,regulation,Adaptive and multi-stakeholder governance and collaboration,2020-06-07
"Seguridad, privacidad, datos personales, regulación",Fact check: Trump revives his lie that schools are secretly sending children for gender-affirming surgeries,http://www.cnn.com/2024/10/26/politics/fact-check-trump-rogan-children-gender-affirming-surgeries/index.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-06-29
"Seguridad, privacidad, datos personales, regulación",Hakeem Jeffries built a plan to be speaker – and maybe hold off Trump,http://www.cnn.com/2024/10/27/politics/hakeem-jeffries-democrat-speaker-trump-harris/index.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2018-02-05
"Seguridad, privacidad, datos personales, regulación",Harris makes final push to close gap with male voters,http://www.cnn.com/2024/10/27/politics/harris-campaign-male-voters-sports-ads/index.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2021-06-26
"Seguridad, privacidad, datos personales, regulación",US election: Britain’s ‘Special Relationship’ with America is getting complicated,http://www.cnn.com/2024/10/27/politics/us-uk-starmer-trump-harris-elections-intl/index.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-06-17
"Seguridad, privacidad, datos personales, regulación",Japan elections 2024: Shigeru Ishiba hopes to defy economic woes and party scandals in first test,http://www.cnn.com/2024/10/26/asia/japan-elections-ldp-shigeru-ishiba-intl-hnk/index.html,"governance, policy","policy, governance",Adaptive and multi-stakeholder governance and collaboration,2024-06-04
"Seguridad, privacidad, datos personales, regulación",Swiping right ahead of the election: Popular dating apps have new features to show off political views,http://www.cnn.com/2024/10/17/tech/dating-apps-politics-election/index.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-03-01
"Seguridad, privacidad, datos personales, regulación",Shirley Ayorkor Botchwey appointed Commonwealth secretary general,https://www.theguardian.com/world/2024/oct/26/shirley-ayorkor-botchwey-appointed-commonwealth-secretary-general,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-04-14
"Seguridad, privacidad, datos personales, regulación","Biodiversity declining even faster in ‘protected’ areas, scientists warn Cop16",https://www.theguardian.com/environment/2024/oct/24/biodiversity-declining-even-faster-in-protected-areas-scientists-warn-cop16-30x30-conservation-target,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-01-22
"Seguridad, privacidad, datos personales, regulación",Breakdown in global order causing progress to stall in Africa – report,https://www.theguardian.com/global-development/2024/oct/23/global-rise-populism-causing-authoritarianism-africa-mo-ibrahim-governance-index,governance,governance,Adaptive and multi-stakeholder governance and collaboration,2024-12-20
"Seguridad, privacidad, datos personales, regulación",‘There is no money’: Cuba fears total collapse amid grid failure and financial crisis,https://www.theguardian.com/world/2024/oct/26/cuba-power-grid-failure-financial-crisis,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-10-15
"Seguridad, privacidad, datos personales, regulación",Japan’s new PM in precarious position as country votes in tight election,https://www.theguardian.com/world/2024/oct/26/japans-new-prime-minister-faces-tight-election,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-08-16
"Seguridad, privacidad, datos personales, regulación",‘Time has come’: Commonwealth heads agree to reparatory justice dialogue despite reluctant UK,https://www.theguardian.com/world/2024/oct/26/commonwealth-heads-reparatory-justice-dialogue-despite-reluctant-uk,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2018-01-14
"Seguridad, privacidad, datos personales, regulación","Labor lost Queensland election partly because it was obsessed with the Greens, Chandler-Mather says",https://www.theguardian.com/australia-news/2024/oct/28/labor-lost-queensland-election-partly-because-it-was-obsessed-with-the-greens-chandler-mather-says,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-11-15
"Seguridad, privacidad, datos personales, regulación","Corporations using ‘ineffectual’ carbon offsets are slowing path to ‘real zero’, more than 60 climate scientists say",https://www.theguardian.com/environment/2024/oct/28/corporations-using-ineffectual-carbon-offsets-are-slowing-path-to-real-zero-more-than-60-climate-scientists-say,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2017-08-05
"Seguridad, privacidad, datos personales, regulación",Woman bitten by snake found alive after week-long search in remote Snowy Mountains,https://www.theguardian.com/australia-news/2024/oct/27/woman-bitten-by-snake-found-alive-after-week-long-search-in-remote-snowy-mountains,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2021-07-31
"Seguridad, privacidad, datos personales, regulación",New Queensland premier David Crisafulli vows to legislate ‘adult time for adult crime’ policy by Christmas,https://www.theguardian.com/australia-news/2024/oct/27/new-queensland-premier-david-crisafulli-vows-to-legislate-adult-time-for-adult-policy-by-christmas,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-01-16
"Seguridad, privacidad, datos personales, regulación",Labor accuses Peter Dutton of trying to ‘force nuclear energy on Queenslanders’,https://www.theguardian.com/australia-news/2024/oct/27/labor-accuses-peter-dutton-of-trying-force-nuclear-energy-on-queenslanders,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-10-09
"Seguridad, privacidad, datos personales, regulación",Scheme to boost French school trips to Britain ‘at risk’ under new UK entry rules,https://www.theguardian.com/politics/2024/oct/27/french-school-trips-scheme-uk-new-entry-rules-brexit,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-11-13
"Seguridad, privacidad, datos personales, regulación",Georgia’s ruling party leading in pivotal election ahead of pro-EU opposition,https://www.theguardian.com/world/2024/oct/26/georgias-ruling-party-and-pro-western-opposition-both-claim-election-victory,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-12-22
"Seguridad, privacidad, datos personales, regulación","Cutting off Unrwa would deeply harm Israel’s reputation, says UK minister",https://www.theguardian.com/politics/2024/oct/27/unrwa-israel-reputation-uk-minister-hamish-falconer,governance,governance,Adaptive and multi-stakeholder governance and collaboration,2024-09-08
"Seguridad, privacidad, datos personales, regulación",Iran’s supreme leader says military should decide how to respond to Israeli attack,https://www.theguardian.com/world/2024/oct/27/iran-supreme-leader-ayatollah-ali-khamenei-israel-attack,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-03-09
"Seguridad, privacidad, datos personales, regulación",Joe Biden says he hopes latest Israeli strike on Iran will end escalation,https://www.theguardian.com/world/2024/oct/26/joe-biden-says-he-hopes-latest-israeli-strike-on-iran-will-end-escalation,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-06-16
"Seguridad, privacidad, datos personales, regulación",Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-02-22
"Seguridad, privacidad, datos personales, regulación",Regulators urged to examine UK business dealings with Bangladeshi ex-minister,https://www.theguardian.com/business/2024/oct/22/regulators-urged-to-examine-uk-business-dealings-with-bangladeshi-ex-minister,"policy, regulation","regulation, policy",Adaptive and multi-stakeholder governance and collaboration,2019-05-02
"Seguridad, privacidad, datos personales, regulación",India’s airline industry in chaos after 90 hoax bomb threats in a week,https://www.theguardian.com/world/2024/oct/21/india-airline-industry-in-chaos-after-90-hoax-bomb-threats-in-a-week,regulation,regulation,Adaptive and multi-stakeholder governance and collaboration,2024-03-17
"Seguridad, privacidad, datos personales, regulación","Labour should ‘invest big’ in arts and culture projects, says top economist",https://www.theguardian.com/uk-news/2024/oct/27/labour-investment-uk-arts-and-culture-andy-haldane-rsa,"collaboration, policy","policy, collaboration",Adaptive and multi-stakeholder governance and collaboration,2019-01-13
"Seguridad, privacidad, datos personales, regulación",MPs’ opposition to assisted dying bill grows amid criticism of lack of debate,https://www.theguardian.com/society/2024/oct/27/assisted-dying-bill-mps-opposition,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-03-09
"Seguridad, privacidad, datos personales, regulación",Rachel Reeves could make it easier for pubs to sell beers from local breweries,https://www.theguardian.com/business/2024/oct/27/rachel-reeves-could-easier-pubs-sell-beers-local-breweries,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-03-17
"Seguridad, privacidad, datos personales, regulación",‘It is about people’s love of the river’: swimming group fighting for rights in the Avon,https://www.theguardian.com/environment/2024/oct/27/swimming-group-fighting-rights-avon-river,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2021-10-14
"Seguridad, privacidad, datos personales, regulación",Positive assessment rates for autism vary widely between parts of England,https://www.theguardian.com/society/2024/oct/27/positive-assessment-rates-for-autism-vary-widely-between-parts-of-england,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-05-20
"Seguridad, privacidad, datos personales, regulación",‘Fundamentally saddened’: Washington Post readers on failure to endorse Harris,https://www.theguardian.com/media/2024/oct/27/washington-post-readers-on-failure-to-endorse-kamala-harris,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-01-25
"Seguridad, privacidad, datos personales, regulación",‘If I had the power I’d destroy the whole thing’: what went wrong with the ghost town of Disney-style castles?,https://www.theguardian.com/world/2024/oct/26/what-went-wrong-with-ghost-town-disney-style-castles-turkey,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-03-30
"Seguridad, privacidad, datos personales, regulación",Iran mocks Israel’s ‘weak’ attacks as hardliners call for reprisal,https://www.theguardian.com/world/2024/oct/26/iran-mocks-israel-attacks-weak-hardliners-reprisal,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-01-11
"Seguridad, privacidad, datos personales, regulación","The weirdest thing about stripping naked with 5,500 people? It didn’t feel weird at all",https://www.theguardian.com/artanddesign/2024/oct/27/naked-spencer-tunick-rising-tide-nude-photo-exhibition,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-03-26
"Seguridad, privacidad, datos personales, regulación",Australia rejects visa application by rightwing US pundit Candace Owens,https://www.theguardian.com/us-news/2024/oct/27/australia-rejects-visa-application-by-rightwing-us-pundit-candace-owens,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-06-25
"Seguridad, privacidad, datos personales, regulación",Washington Post cartoon team skewers paper’s decision not to make endorsement,https://www.theguardian.com/media/2024/oct/26/washington-post-cartoon-team-presidential-endorsement,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-11-14
"Seguridad, privacidad, datos personales, regulación",Anti-hate group vows to continue work after Elon Musk’s declaration of ‘war’,https://www.theguardian.com/technology/2024/oct/25/anti-hate-group-vows-continue-work-elon-musk-declaration-war,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2021-07-23
"Seguridad, privacidad, datos personales, regulación",From Rupert Murdoch to Thom Yorke: the growing backlash to AI,https://www.theguardian.com/technology/2024/oct/25/unjust-threat-murdoch-and-artists-align-in-fight-over-ai-content-scraping,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-07-11
"Seguridad, privacidad, datos personales, regulación",Tesla adds close to $150bn in market value on best day in over a decade,https://www.theguardian.com/technology/2024/oct/24/tesla-shares-elon-musk,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-01-19
"Seguridad, privacidad, datos personales, regulación",How to talk to your family and friends about not posting photos of your kids,https://www.theguardian.com/technology/2024/oct/24/posting-children-online-social-media-family-conversation,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-08-21
"Seguridad, privacidad, datos personales, regulación",Intel wins lengthy EU legal battle over £880m competition fine,https://www.theguardian.com/technology/2024/oct/24/intel-legal-battle-against-eu-880m-fine-competition,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-01-25
"Seguridad, privacidad, datos personales, regulación",Elon Musk worked in US illegally in 1995 after quitting school – report,https://www.theguardian.com/technology/2024/oct/26/elon-musk-illegal-immigration,"policy, regulation","regulation, policy",Adaptive and multi-stakeholder governance and collaboration,2020-10-08
"Seguridad, privacidad, datos personales, regulación",Missouri Republican says he is investigating Google for ‘censoring conservative speech’,https://www.theguardian.com/technology/2024/oct/25/missouri-republica-investigating-google-alleged-censoring-conservative-speech,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-08-07
"Seguridad, privacidad, datos personales, regulación",Chinese believed to have targeted Trump’s and Vance’s phones in US telecommunications breach,https://www.theguardian.com/us-news/2024/oct/25/china-hack-trump-vance,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-11-28
"Seguridad, privacidad, datos personales, regulación",Russia’s FSB protected Evil Corp gang that carried out Nato cyber-attacks,https://www.theguardian.com/technology/2024/oct/01/russian-gang-evil-corp-nato-cyber-attacks-protection-fsb-sanctions,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-04-06
"Seguridad, privacidad, datos personales, regulación",Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-08-25
"Seguridad, privacidad, datos personales, regulación",Russia accused of trying to influence US voters through online campaign,https://www.theguardian.com/us-news/article/2024/sep/04/russia-accused-of-trying-to-influence-us-voters-through-online-campaign,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2017-07-05
"Seguridad, privacidad, datos personales, regulación",Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-02-21
"Seguridad, privacidad, datos personales, regulación",How one engineer beat restrictions on home computers in socialist Yugoslavia,https://www.theguardian.com/games/2024/oct/24/how-one-engineer-beat-the-ban-on-home-computers-in-socialist-yugoslavia,regulation,regulation,Adaptive and multi-stakeholder governance and collaboration,2023-03-01
"Seguridad, privacidad, datos personales, regulación",How one engineer beat restrictions on home computers in socialist Yugoslavia,https://www.theguardian.com/games/2024/oct/24/how-one-engineer-beat-the-ban-on-home-computers-in-socialist-yugoslavia#comments,regulation,regulation,Adaptive and multi-stakeholder governance and collaboration,2021-11-10
"Seguridad, privacidad, datos personales, regulación",‘Serial meets Twin Peaks’ in a true crime tale from Adam Buxton,https://www.theguardian.com/tv-and-radio/2024/oct/24/hear-here-up-in-smoke-podcast,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-12-14
"Seguridad, privacidad, datos personales, regulación",‘I wanted both sides of the business to be as intimate as being in bed’: tech entrepreneur William Reeve,https://www.theguardian.com/business/2024/oct/22/i-wanted-both-sides-of-the-business-to-be-as-intimate-as-being-in-bed-tech-entrepreneur-william-reeve,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2017-12-10
"Seguridad, privacidad, datos personales, regulación",Elon Musk hopes Trump victory will help his $44bn Twitter bet pay off,https://www.theguardian.com/technology/2024/oct/27/elon-musk-hopes-trump-victory-will-help-his-44bn-twitter-bet-pay-off,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-12-22
"Seguridad, privacidad, datos personales, regulación","As Silicon Valley eyes US election, Elon Musk is not the only tech bro to worry about",https://www.theguardian.com/technology/2024/oct/20/as-silicon-valley-eyes-us-election-elon-musk-is-not-the-only-tech-bro-to-worry-about,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-05-17
"Seguridad, privacidad, datos personales, regulación",Zuckerberg Augustus: Meta’s emperor rebrands in new clothes,https://www.theguardian.com/technology/2024/sep/28/mark-zuckeberg-revamps-public-image-style,"collaboration, governance","collaboration, governance",Adaptive and multi-stakeholder governance and collaboration,2019-03-22
"Seguridad, privacidad, datos personales, regulación","If Civilization is falling apart, I might as well control it myself",https://www.theguardian.com/games/2024/oct/25/civilization-dominik-diamond-sixth,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-11-29
"Seguridad, privacidad, datos personales, regulación","If Civilization is falling apart, I might as well control it myself",https://www.theguardian.com/games/2024/oct/25/civilization-dominik-diamond-sixth#comments,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-09-02
"Seguridad, privacidad, datos personales, regulación",Pushing Buttons: Is there even any point in making more powerful games consoles?,https://www.theguardian.com/games/2024/oct/23/is-there-even-any-point-in-making-more-powerful-games-consoles,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-12-26
"Seguridad, privacidad, datos personales, regulación","Fear the Spotlight review – engrossing, eerie and unexpectedly thought-provoking horror",https://www.theguardian.com/games/2024/oct/23/fear-the-spotlight-review-cozy-game-pals-blumhouse-games,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-09-21
"Seguridad, privacidad, datos personales, regulación",‘I am valued here’: the extraordinary film that recreates a disabled boy’s rich digital life,https://www.theguardian.com/film/2024/oct/22/ibelin-film-mats-steen-world-of-warcraft,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-10-08
"Seguridad, privacidad, datos personales, regulación",Humanist chaplain Greg Epstein: ‘Our bowed interactions with our phones look like worship’,https://www.theguardian.com/books/2024/oct/27/greg-epstein-tech-agnostic-harvard,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-01-16
"Seguridad, privacidad, datos personales, regulación",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom,"safety, policy, regulation","regulation, policy",Adaptive and multi-stakeholder governance and collaboration,2019-03-06
"Seguridad, privacidad, datos personales, regulación",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom#comments,"safety, policy, regulation","regulation, policy",Adaptive and multi-stakeholder governance and collaboration,2024-01-19
"Seguridad, privacidad, datos personales, regulación","By showing Musk’s X the red card, has Brazil scored a goal for all democracies?",https://www.theguardian.com/commentisfree/2024/sep/15/by-showing-musks-unruly-x-the-red-card-brazil-has-scored-a-goal-for-all-democracies,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-03-10
"Seguridad, privacidad, datos personales, regulación","By showing Musk’s X the red card, has Brazil scored a goal for all democracies?",https://www.theguardian.com/commentisfree/2024/sep/15/by-showing-musks-unruly-x-the-red-card-brazil-has-scored-a-goal-for-all-democracies#comments,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2017-10-12
"Seguridad, privacidad, datos personales, regulación",Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-03-21
"Seguridad, privacidad, datos personales, regulación",Why you should give your child a dumbphone if you want them to be smarter | Torsten Bell,https://www.theguardian.com/commentisfree/2024/oct/26/children-dumbphones-smartphones-app-usage-research,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2019-06-15
"Seguridad, privacidad, datos personales, regulación",Why you should give your child a dumbphone if you want them to be smarter | Torsten Bell,https://www.theguardian.com/commentisfree/2024/oct/26/children-dumbphones-smartphones-app-usage-research#comments,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-02-18
"Seguridad, privacidad, datos personales, regulación","‘It’s not me, it’s just my face’: the models who found their likenesses had been used in AI propaganda",https://www.theguardian.com/technology/2024/oct/16/its-not-me-its-just-my-face-the-models-who-found-their-likenesses-had-been-used-in-ai-propaganda,collaboration,collaboration,Adaptive and multi-stakeholder governance and collaboration,2019-11-22
"Seguridad, privacidad, datos personales, regulación",TechScape: Elon Musk is stumping hard for Donald Trump,https://www.theguardian.com/global/2024/oct/14/elon-musk-stumping-for-trump,"collaboration, policy","policy, collaboration",Adaptive and multi-stakeholder governance and collaboration,2023-09-12
"Seguridad, privacidad, datos personales, regulación",Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-09-10
"Seguridad, privacidad, datos personales, regulación",TechScape: An elite Silicon Valley school tests a tech fast,https://www.theguardian.com/technology/2024/oct/08/techscape-silicon-valley-school-tech-fast-ai-training,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-09-12
"Seguridad, privacidad, datos personales, regulación",What Elon Musk wants from a Donald Trump presidency,https://www.theguardian.com/technology/2024/oct/24/what-elon-musk-wants-from-a-donald-trump-presidency,governance,governance,Adaptive and multi-stakeholder governance and collaboration,2016-10-13
"Seguridad, privacidad, datos personales, regulación",100 Best Books of the 21st Century,https://www.nytimes.com/interactive/2024/books/best-books-21st-century.html,collaboration,collaboration,Adaptive and multi-stakeholder governance and collaboration,2021-10-28
"Seguridad, privacidad, datos personales, regulación",The Story of Kamala Harris,https://www.nytimes.com/2024/08/19/podcasts/the-daily/kamala-harris-dnc.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-01-04
"Seguridad, privacidad, datos personales, regulación","Sweeping Raids, Giant Camps and Mass Deportations: Inside Trump’s 2025 Immigration Plans",https://www.nytimes.com/2023/11/11/us/politics/trump-2025-immigration-agenda.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-04-28
"Seguridad, privacidad, datos personales, regulación",What Drives Kamala Harris: The Art of the Possible,https://www.nytimes.com/2024/08/22/us/politics/kamala-harris-policy-change.html,"governance, policy","policy, governance",Adaptive and multi-stakeholder governance and collaboration,2018-01-24
"Seguridad, privacidad, datos personales, regulación",If Trump Wins,https://www.nytimes.com/interactive/2024/06/16/us/politics/trump-policy-list-2025.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-03-27
"Seguridad, privacidad, datos personales, regulación",Voters Are Deeply Skeptical About the Health of American Democracy,https://www.nytimes.com/2024/10/27/us/politics/american-democracy-poll.html,governance,governance,Adaptive and multi-stakeholder governance and collaboration,2021-02-01
"Seguridad, privacidad, datos personales, regulación",Iran’s Leaders Stress Their Right to Respond to Israel’s Strikes: Live Updates,https://www.nytimes.com/live/2024/10/27/world/israel-iran-lebanon-gaza,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-04-01
"Seguridad, privacidad, datos personales, regulación","What Donald Trump Would Do, in His Own Words - The New York Times",https://www.nytimes.com/interactive/2024/10/25/opinion/what-trump-says.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-05-27
"Seguridad, privacidad, datos personales, regulación",The New York Times Editorial Board Endorses Kamala Harris for President - The New York Times,https://www.nytimes.com/2024/09/30/opinion/editorials/kamala-harris-2024-endorsement.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-04-04
"Seguridad, privacidad, datos personales, regulación",Opinion | Jill Stein’s Third-Party Candidacy,https://www.nytimes.com/2024/10/27/opinion/jill-stein-third-party.html,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-02-22
